name,email,phone_number,employee_id,position,department,salary,hire_date,employment_type,address,manager,performance_rating,skills,office_location,has_parking_pass
Patricia Francis,christinegilmore@example.com,001-787-324-7931x6781,d8679512-e761-489a-95c3-988ebe535c14,Professor Emeritus,Sales,65697.92,2019-11-29,Contract,"20501 Edwin Radial
Port Kellyborough, NC 29629",Jenna Martinez,1.7,"['gas', 'open', 'interest', 'small', 'second']",East Garyshire,No
Cory Garcia,jatkinson@example.org,947-823-6266,d8cff396-bd63-41e8-be8f-d36cdd8fd6f5,Network engineer,Sales,89380.99,2018-12-19,Contract,"736 Aaron Shores Suite 203
Kristenton, IA 83183",Bradley Livingston,1.7,"['between', 'pick', 'control', 'garden', 'benefit']",East Cheryl,No
Misty Kim,jamesvaughan@example.com,274-827-9746,dcdca362-34da-4f57-badb-550a241c00a0,"Engineer, building services",Sales,110942.92,2020-01-10,Contract,"Unit 8278 Box 3296
DPO AA 74256",Cynthia Bailey,1.3,"['teacher', 'wide', 'form', 'stage', 'president']",South Brianborough,No
Veronica Grant,ramirezanna@example.net,(966)221-9461x892,c04402da-1d22-4383-a6e4-65a116537633,Press sub,Sales,97500.19,2016-03-25,Part-time,"879 Erica Drive Apt. 992
Montgomeryfort, NC 69580",Christopher Jensen,1.9,"['check', 'claim', 'even', 'service', 'standard']",Port Megan,No
Amy White,smithmichael@example.com,571-708-3574x1937,d5c7beb5-8470-49be-91d9-9aa90c73e9c5,Race relations officer,HR,88416.57,2023-10-07,Part-time,"221 David River Apt. 889
Michaelmouth, PR 79008",Robin Robinson,1.9,"['art', 'figure', 'director', 'card', 'measure']",Normanton,Yes
Michelle Simpson,aguirredarlene@example.com,538.213.5684,462f60ed-ba33-4c9b-838d-e9c7bc489d0b,Colour technologist,Marketing,100706.48,2020-01-08,Contract,"6550 Dominique Causeway Apt. 941
New Courtneyton, AS 07906",Amber Phillips,4.5,"['course', 'position', 'my', 'situation', 'exist']",Port Robert,Yes
Kellie Martin,wilsonronnie@example.com,001-651-595-0679,35225938-908c-43a4-b477-3ffe6af37708,Engineering geologist,Finance,58797.71,2017-06-28,Full-time,"23700 Barbara Well Apt. 515
Glassmouth, TN 86883",Bobby Lopez,1.6,"['someone', 'nothing', 'before', 'cell', 'current']",Ellisview,Yes
Kayla Gardner,ann16@example.net,(707)309-3979x302,bd7492e7-92ed-445d-aa22-c9f03b03f22f,Proofreader,Marketing,69449.69,2021-11-07,Full-time,"4791 Brian Plain
North Susanmouth, IL 09571",Richard Franklin,3.4,"['remember', 'bring', 'history', 'type', 'TV']",Jasmineview,Yes
Katie Gonzalez,gmarks@example.com,(934)565-2027x08291,aff53196-0241-4cfe-a04f-dcde3e630cc1,"Biochemist, clinical",Sales,79685.84,2017-09-01,Full-time,"5896 Anthony Meadow
Robertbury, LA 55220",Shannon Jones,4.1,"['forget', 'so', 'never', 'play', 'civil']",Port Mackenziemouth,Yes
Vincent Greer,rachelford@example.com,(458)534-0554,8f40f738-9a24-4f3d-8129-22d3eb644836,"Programmer, systems",Finance,71599.28,2017-03-12,Full-time,"575 Gutierrez Mill Apt. 312
Matthewsfort, ME 56978",Stephanie Moore,4.2,"['them', 'part', 'walk', 'surface', 'stand']",Simontown,No
Lori Foley,robinsonjose@example.org,+1-697-228-0032x98078,1130fcd1-8d22-41b9-a8ec-fe0ce2e16caf,Phytotherapist,Marketing,69727.21,2019-09-27,Full-time,"PSC 1144, Box 8680
APO AA 86766",Heather Gray,4.7,"['daughter', 'none', 'stock', 'nice', 'watch']",New Dennis,No
Andrew Wong,gkrueger@example.net,867-500-6163x498,4f25c9e5-ae5b-4f37-b6aa-238cdddfaaf5,Field seismologist,Finance,113950.26,2020-09-09,Full-time,"783 Burgess Stravenue
North Caleb, MH 43445",Denise Howe,1.5,"['expert', 'miss', 'pattern', 'attack', 'fly']",Sarahburgh,No
Donald Ward,lindsay36@example.net,207.429.6813x67552,ed435b17-2abf-42f6-af50-81a48095ebb9,Police officer,Marketing,74203.02,2022-07-22,Full-time,"78814 Johnson Stravenue
East Nicholas, IL 42790",Travis Weber,4.1,"['budget', 'painting', 'stuff', 'child', 'once']",Port Brianfurt,No
Olivia Gonzales,albert76@example.com,001-948-754-2282x95870,18675f73-d761-4b3b-b93a-7c0523780b0c,"Doctor, general practice",Engineering,78658.0,2016-02-01,Contract,"7420 Mcgee Centers
Turnertown, DE 86613",Jacqueline Hamilton,3.1,"['work', 'Congress', 'than', 'reflect', 'beyond']",North Mindyton,Yes
John Murillo,monicareynolds@example.net,786-514-2214x6295,f69ce776-df4d-40bc-ac46-2caae4162f5f,Physiotherapist,HR,95663.63,2022-08-11,Full-time,"8776 David Courts
New Erik, GA 97061",Crystal Rodriguez,4.3,"['probably', 'guy', 'out', 'that', 'culture']",New Ana,No
Eric Mccarthy,oliverchristy@example.net,001-796-200-7709,27377ccc-d239-4549-b40b-6e35716ec190,Insurance risk surveyor,Finance,78602.54,2023-02-04,Full-time,"477 Morris Villages
East Andrew, MT 44902",Michelle Chavez,5.0,"['water', 'stuff', 'marriage', 'note', 'partner']",Connormouth,Yes
Joan Contreras,nathanhurst@example.net,491.341.3671x90092,5ef1c3d0-0cdf-484a-968e-5571bea3a366,Chiropractor,Marketing,93103.49,2024-01-25,Contract,"58517 Lewis Curve
East Robertberg, MN 96802",Darlene Pineda,5.0,"['this', 'within', 'road', 'identify', 'week']",Port Vincent,Yes
Lisa Wilson,loganwatson@example.net,982.967.0584,2ba9b0f0-ae9f-42b7-8297-b24311df55e7,English as a foreign language teacher,Marketing,78393.05,2025-01-03,Contract,"5316 Lee Forge Suite 728
North Amber, FM 35100",Susan Ross,1.8,"['play', 'pull', 'after', 'pretty', 'start']",New David,No
Crystal Diaz,danaobrien@example.net,(579)593-1345x87680,636d3720-e42d-4f68-8994-159071059f86,Magazine journalist,Finance,91943.06,2024-10-14,Part-time,"81641 Conway Underpass
Carrollside, ME 46865",William Schaefer,1.3,"['appear', 'business', 'very', 'government', 'growth']",Ginabury,No
Diana Johnson,mfritz@example.com,001-735-666-6541x46985,5b9d86f4-8a2f-49d7-b729-1b68d852a787,Hydrographic surveyor,Marketing,63434.47,2015-05-26,Part-time,"79596 Melissa Key Apt. 474
East Johnside, CO 70378",Mark Hutchinson,4.7,"['executive', 'product', 'police', 'not', 'fear']",Vasquezside,Yes
Rhonda Gibson,millerheather@example.org,(256)537-3923,aa9a84bc-a635-46fd-8112-fddcbed48cfc,Charity officer,Sales,49896.46,2017-05-27,Part-time,"29774 Melanie Dale Apt. 802
Frankhaven, AS 98655",Amanda Bass,2.7,"['whole', 'major', 'its', 'seat', 'if']",North Brandon,No
Colleen Barnes,adamschristina@example.com,699.761.0086x24393,902a2909-0dee-4d6d-b41a-4768dcaab1ff,Dancer,Finance,63785.53,2018-05-05,Part-time,"330 Peter Lakes Apt. 154
New Davidbury, UT 61093",Kenneth Foster,2.0,"['nothing', 'lot', 'especially', 'shake', 'night']",New Alyssafurt,Yes
Seth Avila,julia52@example.org,(231)768-0983x62593,d0106d85-c352-49dd-bc02-99ce44405d3a,Nutritional therapist,Marketing,102389.52,2023-11-27,Full-time,"USNS Mcgee
FPO AP 33038",Antonio Butler,1.5,"['win', 'no', 'stand', 'fund', 'senior']",Johnsonport,No
Patricia Jackson,sheila45@example.com,907-883-2230x77434,b6209cda-5f60-42da-a523-c82f178ef7a8,"Scientist, marine",HR,96447.53,2018-01-25,Contract,"8726 Jennifer Garden
Michaelberg, OH 03099",David Hood,3.5,"['protect', 'significant', 'identify', 'animal', 'world']",Perezhaven,Yes
Allison Garcia,roy65@example.net,(850)846-6931x2414,754e8246-1c60-402d-a8c6-9c7b6a7c4258,Statistician,Finance,112649.8,2024-12-19,Contract,"508 Garrett Spring Suite 367
Shahton, MH 76550",Michael King,2.6,"['administration', 'Democrat', 'dream', 'senior', 'never']",Goodmanburgh,Yes
Thomas Hayes,stevenclay@example.net,+1-844-327-6919x4347,96b4b5ca-6e0d-4989-9847-1c25cb3dd6a6,Toxicologist,Marketing,81871.03,2021-12-19,Part-time,"85134 Gray Coves Suite 612
North Catherine, WV 78420",Johnathan Steele,3.2,"['official', 'century', 'want', 'sing', 'up']",North Natalie,No
Kevin Page,danawest@example.org,825-278-8071x95407,201dfadc-090a-4ef4-a2ec-2f5c197255c3,Technical author,HR,75165.7,2023-07-09,Full-time,"19262 Smith Isle
Griffithshire, CA 17186",Kathleen Foster,2.0,"['send', 'worker', 'budget', 'summer', 'but']",Jasmineside,Yes
Brandy Robinson,uyates@example.org,951.744.5434x7501,2aad8ddf-3d6b-44fb-b9ac-1f4b4efcb3df,Economist,Marketing,99121.9,2018-10-01,Contract,"5226 Ramos Village
Simonchester, MH 24932",Jacqueline Miller,4.5,"['reveal', 'big', 'type', 'series', 'heart']",Sarahfurt,Yes
Cody Hayes,martinezalicia@example.net,(762)909-4322,ba6a6e32-1c7a-492e-95fd-b15236adaee5,Energy manager,HR,46781.0,2018-07-04,Full-time,"91219 Dixon Inlet Suite 379
Delacruzville, NY 21466",Patrick Garcia,4.2,"['rise', 'task', 'author', 'road', 'pick']",Hortonville,Yes
Debra Maxwell,nichole17@example.com,772-497-3787,a6e4af18-ad65-429e-9c63-89810cd10124,Adult guidance worker,Engineering,71727.26,2016-05-30,Full-time,"962 Porter Villages Apt. 581
North Patricia, MT 07520",Michael Mccarthy,2.2,"['discover', 'collection', 'floor', 'until', 'reveal']",Fordmouth,No
Rebecca Payne,gwilliams@example.org,2239745843,f7c0aceb-9444-4859-a74e-830681f02d38,Secretary/administrator,Engineering,119459.73,2019-05-02,Contract,"87943 Ralph Village Suite 261
South Michaelshire, AZ 26271",Tanya Ross,1.6,"['brother', 'close', 'measure', 'line', 'head']",Samanthaville,No
Molly Smith,harringtonraven@example.com,(780)292-6259,3047e582-057f-4973-af11-249ca1af7116,Civil Service fast streamer,Engineering,64144.06,2020-07-31,Full-time,"43985 Daniel Locks
North Debra, PW 68105",Allison Rivera,4.2,"['name', 'help', 'yet', 'meet', 'agent']",Amandamouth,Yes
Laura George,mistycherry@example.net,+1-641-643-0673x219,176494d9-b5c5-4842-b1b2-6c217aa5bf64,"Research officer, trade union",Engineering,45296.98,2019-05-21,Part-time,"USCGC Williams
FPO AP 84340",David Franklin,1.8,"['son', 'experience', 'already', 'attack', 'degree']",Lewisburgh,No
Jesus Foster,jtaylor@example.org,658.655.0725x554,f8dc11e4-afb7-4f1e-86d4-f3d7e7d732ae,Administrator,Engineering,86011.64,2015-06-22,Contract,"67104 Veronica Curve Suite 079
Griffinton, OK 97541",Rebecca Martinez,3.5,"['cup', 'some', 'of', 'series', 'drug']",North Chris,Yes
Stuart Byrd,joshuahernandez@example.org,595-838-6884x005,58164467-b14d-4f7f-8d44-3a6c6dc14d20,Economist,Sales,108359.78,2024-01-27,Contract,"196 Omar Overpass Suite 935
New Amanda, IL 58697",Brianna Christensen,1.2,"['buy', 'medical', 'present', 'clear', 'still']",New Williamshire,No
Marissa Cruz,brownthomas@example.org,001-617-615-6820,61632743-4ee5-4cbd-83a5-c25619b327c6,"Research officer, trade union",HR,58452.59,2016-11-08,Full-time,"706 Roberts Plain
Lake Wesleystad, VT 78942",Daniel Martin,4.3,"['machine', 'any', 'issue', 'political', 'far']",Lake Matthewberg,Yes
Michael Austin,april82@example.net,365-386-1143x54116,07e9e1bb-1293-4416-a1dc-c2e7d3980d22,"Horticulturist, commercial",Sales,87265.54,2016-02-28,Contract,"963 Robinson Ports
Elliottburgh, ID 76145",Michael Padilla,1.9,"['white', 'security', 'plant', 'energy', 'end']",Heidifurt,Yes
Austin Robinson,brianwright@example.org,001-212-987-3267x12320,1705a6d2-c011-4597-a77e-2e4bc4c27c0e,Osteopath,Sales,94992.77,2015-04-03,Contract,"137 Nicole Pine Suite 912
Lake Sara, NC 20618",Howard Moore,3.9,"['area', 'development', 'information', 'discussion', 'when']",Selenaport,No
April Lewis,qzamora@example.com,782.668.6391x95668,416cf578-82e1-4511-bc02-7517a936b9d1,Textile designer,Finance,83319.29,2015-08-10,Contract,"8572 Madison Lake
Kristinebury, AR 61611",Kiara White,4.1,"['book', 'right', 'word', 'conference', 'level']",Longberg,No
Tiffany Jacobs,walkerholly@example.com,001-472-444-4041x1030,cf1eeffe-5252-4eaf-bd8a-72d64b4d3a31,"Engineer, production",HR,52632.3,2022-03-12,Full-time,"9074 Jason Prairie Apt. 216
Cowanborough, NH 65004",Shawn Moore,4.8,"['wall', 'window', 'your', 'how', 'degree']",Port Tristan,Yes
Mrs. Stephanie Graves,amandahughes@example.org,6797723130,408af1ca-08d6-47ee-a7e4-2ee0c5a07a75,Cartographer,Sales,85121.07,2022-07-16,Contract,"90084 Anderson Camp Suite 060
South Barbara, CA 88985",Zachary Payne,4.8,"['lawyer', 'claim', 'reach', 'by', 'first']",New Michaelport,No
Victoria Hoffman,jmcmahon@example.com,(724)558-0417,5f01f7c8-9e07-4613-871a-1c484233d06c,Geophysicist/field seismologist,Sales,56566.63,2019-12-06,Contract,"006 Gonzalez Corners
South Valerieburgh, HI 66932",Andrew Castro,3.6,"['recently', 'structure', 'Democrat', 'mother', 'talk']",Clarkside,No
Daniel Gordon,kathryn83@example.com,6324457533,1b2e62d8-e927-4215-b6af-579c637dc434,Furniture conservator/restorer,Sales,103426.26,2016-04-26,Part-time,"24679 Ana Ridges
Carrieville, FM 25708",Mrs. Julie Hale,2.1,"['something', 'value', 'already', 'such', 'authority']",Richardton,No
Bryce Pearson,robert26@example.net,001-518-803-6791x3257,aca0a424-f2f0-4ede-a4a3-a4121924693d,Education administrator,HR,54938.99,2021-12-07,Part-time,"523 Ramos Meadows Apt. 157
South Randy, MO 80065",Victoria Ayala,4.6,"['best', 'people', 'he', 'former', 'may']",North Jamesport,Yes
Ryan Thomas,collinsjames@example.net,001-813-496-9022x9144,b602da4e-10b8-4264-b00c-32d6eed0ee78,Brewing technologist,Sales,47988.4,2020-07-22,Part-time,"044 Bradley Rapid Apt. 788
Loristad, FM 29601",Lauren Bolton,1.3,"['decision', 'data', 'provide', 'responsibility', 'performance']",South Christopher,No
William Brock,boothjohn@example.net,649.291.5239x79041,83c26be4-ed20-406a-893c-009d84fc8fb6,Research scientist (physical sciences),Sales,73106.7,2015-04-28,Contract,"313 Karen Fort Suite 818
Lake Jennafort, ID 21645",Lisa Wilkerson,4.2,"['watch', 'start', 'language', 'training', 'street']",Westchester,No
Sean Carroll,jfoster@example.org,+1-316-863-8739,e98dad95-63e4-41aa-985e-e8e5246cb191,Curator,Sales,74355.42,2020-12-28,Full-time,"8797 Miller Lodge Suite 848
Port Charles, NH 83444",John Alvarado,4.8,"['society', 'our', 'blue', 'place', 'since']",South Cody,No
Daniel Fisher,charlesmclaughlin@example.net,(579)273-1571x6784,1720cff3-b354-4144-a582-c1fdf2b3a703,"Psychologist, clinical",Sales,88696.71,2019-01-04,Part-time,"8895 Mckee Stream
South Ashley, AL 15537",Jessica Burns,2.7,"['memory', 'three', 'note', 'actually', 'never']",East Kimberly,No
Donald Baker,jessica67@example.net,640.569.3986x4218,560acdb3-bc5d-4e76-85e4-e55c05ee9283,Travel agency manager,HR,99927.12,2023-04-16,Contract,"59276 Michael Fort
Rodgersbury, WY 36342",Brian Snyder,1.2,"['during', 'pull', 'outside', 'world', 'Mrs']",Crossfort,Yes
Lisa Stewart,jennifer37@example.org,390.784.9101,067fe682-45b0-4262-8a40-7ba83e9443f3,Physiotherapist,Engineering,51676.74,2015-09-27,Full-time,"140 Stanton Causeway
South Vanessastad, PR 36239",Jill Rice,3.7,"['little', 'impact', 'age', 'identify', 'last']",West Mariamouth,No
George Stark,caseyhall@example.org,001-266-805-5321,61238125-e9ab-4925-a74e-8720d4b7f940,Landscape architect,Marketing,92251.78,2019-10-08,Part-time,"428 Julie Shore Apt. 660
New Thomasburgh, UT 31029",Jenna Mcclain,4.2,"['manager', 'water', 'onto', 'consumer', 'sea']",Christopherborough,No
Edward Myers,suzannemcneil@example.com,+1-942-798-3583x8491,e09a3e1e-d4a8-46c6-8770-b3b02f64374c,Colour technologist,Finance,91555.06,2016-04-13,Contract,"3302 Romero Villages Apt. 870
South Chadhaven, CO 66573",Amanda Chen,3.4,"['beautiful', 'it', 'main', 'continue', 'mention']",Richardsonshire,No
Steven Harding,rebecca11@example.com,412.328.3632x9013,a93c82df-040d-43b4-94d7-99c6cff5670e,Community pharmacist,Engineering,44608.38,2024-05-27,Part-time,"USNV Pitts
FPO AE 85163",Jacqueline Matthews,2.6,"['state', 'audience', 'others', 'rest', 'break']",East Alexa,Yes
Alyssa Gillespie,lbright@example.org,3333143829,244c0490-7bbb-4e64-8bfb-ca36dc0efc08,Marketing executive,Marketing,99936.11,2021-01-12,Contract,"65727 Marshall Hill
West Jerrymouth, NJ 24339",Carla Green,3.0,"['eye', 'nearly', 'happen', 'home', 'pretty']",South Brittneymouth,No
Kevin Cook,tylerhardin@example.com,570.451.0529x728,ad183844-ae6b-4871-b6f7-b8d08082ee98,"Investment banker, corporate",Sales,47763.6,2023-01-01,Full-time,"7894 Green Prairie Apt. 010
Wolfport, MT 10625",Denise Reyes,3.8,"['with', 'whether', 'ball', 'later', 'evidence']",Vickichester,No
Andrea Rivera,sarah49@example.net,001-699-638-0447x7155,edc66041-22ff-41df-9593-965fd7dbbd63,Hospital pharmacist,Sales,90730.09,2024-11-15,Contract,"55681 Duncan Unions Apt. 204
Amandafort, SD 15010",Benjamin Pacheco,2.5,"['morning', 'ability', 'then', 'dog', 'church']",West Monicafurt,No
Joseph Alvarez,brittany71@example.net,001-359-946-5443,82a911b6-8f93-44f2-9a01-22b0e4fc3d3e,"Conservator, museum/gallery",Finance,64678.22,2016-10-02,Part-time,"1513 Pamela Walks
West Gabrielborough, NY 06115",Shane Love,3.8,"['heavy', 'magazine', 'hotel', 'occur', 'history']",West Kristenport,No
Kristina Gregory,johnlutz@example.org,339-258-2912x82751,bd3e012a-491c-4818-acab-14202ce2e1d2,Applications developer,Sales,71504.84,2019-07-14,Full-time,"1324 Daniel Prairie
Dennisberg, WA 84057",Eric Mercer,4.0,"['drop', 'car', 'officer', 'paper', 'pattern']",North Thomas,No
Crystal Mullins,dillonmichael@example.com,(368)294-3162x826,8fb671e5-8cdc-4c29-9eb7-687ee4be9bcf,Theatre manager,Sales,81148.49,2015-09-17,Part-time,"641 Ray Hills Apt. 845
South Samantha, MI 46514",Justin Parsons,4.7,"['outside', 'book', 'scene', 'institution', 'particular']",North Melissa,No
Adam Maldonado,monica57@example.com,864.924.2045x89227,252d1cf7-2749-42ce-82e0-0664e5c95623,Financial risk analyst,Finance,67793.83,2017-10-16,Full-time,"43489 Vasquez Isle Suite 455
Karenburgh, LA 24422",Beverly Martinez,1.9,"['leave', 'room', 'building', 'wear', 'effect']",Hannahberg,No
Darrell Jordan,troy23@example.com,272-896-1658x9753,2727eb21-b144-47f3-9d80-d9fa48c7583d,Aeronautical engineer,Sales,98460.64,2015-10-16,Part-time,"2687 Kaitlyn Tunnel Suite 934
New Christine, WV 10656",Kevin Rubio,1.1,"['single', 'none', 'former', 'school', 'yes']",Pennyside,Yes
Raymond Mitchell,greenthomas@example.com,244.909.8059x842,76bb9f9e-cf87-48e4-8d5e-98c782bb4df8,Public relations account executive,Sales,102907.16,2017-04-23,Contract,"0434 Alexander Wall
Port Mitchell, VI 64460",Mary Simpson,4.4,"['question', 'strategy', 'activity', 'certain', 'series']",New Samantha,No
Amy Fletcher,danielweaver@example.net,9465017091,d1ce766b-d04a-4e0f-9e0d-3a1c7edcdf94,"Presenter, broadcasting",Sales,71502.64,2023-12-07,Part-time,"571 Valdez Estates
Lake Heather, AS 78375",Roberto Smith,1.9,"['look', 'miss', 'wide', 'standard', 'wrong']",West Benjaminside,Yes
Brent Huynh DDS,angel20@example.net,+1-496-479-6522x32137,5190f3c3-21e8-4590-b8f9-6f8423b1fb84,Trading standards officer,Sales,117534.74,2020-12-26,Full-time,"42210 Jennifer Grove
Port Tonyafurt, WI 02527",William Carpenter,2.8,"['often', 'star', 'large', 'stay', 'product']",South Devonview,No
Brandon Williams,candicecruz@example.com,501.923.9095,99919ca0-5ce9-4e48-8bd9-9cc0afd78159,Equities trader,Marketing,40672.91,2019-03-16,Part-time,"5941 Albert Centers
Nicoleton, GU 70085",Karen Davis,3.2,"['friend', 'carry', 'lead', 'machine', 'market']",Lake Stephaniemouth,No
Lisa King,gibsondeborah@example.net,412.744.7547x08949,3ae2b231-1263-46c1-94db-b472e3c7831c,Music tutor,Sales,92812.23,2019-05-01,Part-time,"6440 Love Skyway Apt. 119
Port Mariah, PA 19439",Christine Douglas DVM,4.8,"['door', 'hour', 'hit', 'friend', 'artist']",New Margaretville,Yes
Lisa Cameron,valenzuelakayla@example.org,(954)547-4491,4a3c3108-09ca-42fb-bf82-d7164b4c3a1e,Government social research officer,Marketing,74938.48,2018-07-26,Contract,"9656 Henry Island Suite 524
Contrerasville, MN 90962",Rhonda Clark,1.2,"['long', 'return', 'admit', 'man', 'list']",Jonathanborough,No
Elizabeth Cox,jenna10@example.net,(662)588-5260x296,947419ea-736f-4e74-ad94-1a6728675537,"Teacher, English as a foreign language",Engineering,115509.7,2017-11-14,Part-time,"4292 Brian Trail Suite 611
Kimberlyland, MT 70543",Melissa Armstrong,1.2,"['first', 'brother', 'pay', 'control', 'Democrat']",Davismouth,No
Angela Ramirez,zcampbell@example.net,5954668387,d18a8d43-f40d-4b87-8ba4-2ea32e63de60,"Physicist, medical",HR,64657.63,2016-12-08,Full-time,"999 Jill Corners
Peterchester, WA 14174",Cassandra Gomez,2.1,"['avoid', 'car', 'better', 'tax', 'manager']",South Jeffrey,Yes
Samuel Ramirez,stephen84@example.net,001-911-634-2329,5e879de1-bf58-4ced-98e3-46647ee394c3,Technical author,Engineering,117727.69,2018-01-23,Full-time,"7577 Allen Islands Apt. 034
Chrisland, CO 88856",Diana Miller,4.8,"['major', 'experience', 'best', 'sport', 'particular']",Port Debbie,Yes
Allison Rivera,kcooper@example.com,(555)856-8319x56655,90453d80-6cfc-47a8-8e7f-55670bc1edc3,Corporate treasurer,HR,81259.86,2016-11-07,Full-time,"5205 Flowers Mount
Johnfort, HI 48838",Jeffrey Watkins,4.2,"['town', 'increase', 'security', 'civil', 'thus']",Nicholasburgh,No
