name,email,date_of_birth,address,phone_number,grade,student_id,major,minor,enrollment_year,graduation_year,gender,gpa,ethnicity,marital_status,courses,student_type,scholarship,sports_teams,internship_status,social_security_number,birth_place,nationality,parents,emergency_contact,language_proficiency,previous_schools,has_student_loan
Samantha Gonzales,christopher95@example.net,2003-12-23,"USCGC Henderson
FPO AE 40541",572.249.1491x0498,D,3643af18-b4a3-4c3f-b0f8-3c3b7632f2e9,Biology,Economics,1981,2013,Female,8.8,Caucasian,Married,"['iterate sticky portals', 'strategize B2B schemas', 'facilitate revolutionary synergies']",Part-time,No,Football,Completed Internship,475-02-5138,Riveramouth,Canadian,"{'father_name': 'Stephen Hicks', 'mother_name': 'John Vaughan', 'contact_number': '(922)209-4751x481'}","{'name': 'Rebecca Davis', 'relationship': 'Other', 'phone_number': '706.999.4189x004'}",Other,"['Butler, Campbell and Shaw', 'Johnson-Bowen']",No
William Meyer,cbond@example.org,2003-11-28,"799 Marquez Port
North Carolborough, AZ 08862",362.245.6772x7176,F,1185aff9-bb2f-4be1-a8e4-f9008cddcaa1,Biology,Economics,1988,2000,Female,7.4,Hispanic,Single,"['morph killer content', 'incentivize 24/365 relationships', 'aggregate bricks-and-clicks platforms']",Part-time,Yes,Football,None,732-75-1894,Port Anna,Canadian,"{'father_name': 'Timothy Torres', 'mother_name': 'Albert Marsh', 'contact_number': '7863667135'}","{'name': 'Maureen Austin', 'relationship': 'Friend', 'phone_number': '(321)818-6505x658'}",French,"['Reid, Kelly and Mitchell', 'Lopez, Parker and Ross']",No
Caroline Hobbs,rodriguezmicheal@example.org,2004-06-30,"88500 Romero Lock Suite 389
Patrickside, TX 95837",208-255-4273x012,B,625c912c-cdff-4b22-968e-43cecade7a2b,Engineering,Art History,2007,1990,Female,10.2,Asian,Single,"['leverage plug-and-play web-readiness', 'deliver rich paradigms', 'empower front-end metrics']",Part-time,No,Football,Completed Internship,446-98-4324,Williamsview,American,"{'father_name': 'Diane Burton', 'mother_name': 'Louis Garrett', 'contact_number': '001-424-505-8489x4771'}","{'name': 'Frederick Walker', 'relationship': 'Other', 'phone_number': '308.684.3494x144'}",English,"['Sanders LLC', 'Lee PLC']",Yes
Alexandra Meza,christopher72@example.net,2005-03-21,"Unit 0814 Box 8492
DPO AA 10782",685.439.1467x57586,C,9f1a2a6a-cdce-4e48-9d88-166edae42575,Mathematics,Sociology,2018,1982,Female,11.7,African American,Married,"['mesh clicks-and-mortar web-readiness', 'innovate strategic web-readiness', 'incubate leading-edge models']",Part-time,Yes,Basketball,Currently Internship,140-70-7894,Lake William,Canadian,"{'father_name': 'Penny Baker', 'mother_name': 'Eric Kaiser', 'contact_number': '893.792.2988x909'}","{'name': 'Sara Huffman', 'relationship': 'Sibling', 'phone_number': '+1-606-300-3023x5940'}",Spanish,"['Clark Group', 'Shea, Frazier and Le']",Yes
Kim Bartlett,monica88@example.com,2005-06-09,"PSC 7795, Box 5098
APO AP 35139",(668)700-1734,F,d60c7cb4-375b-4c2e-99cf-444eb3822b03,Physics,Music,1994,1982,Male,6.7,Asian,Single,"['cultivate integrated platforms', 'orchestrate leading-edge vortals', 'facilitate innovative deliverables']",Part-time,No,Football,None,212-47-3742,Chelseaton,British,"{'father_name': 'Andrea Davenport', 'mother_name': 'Zachary Robinson', 'contact_number': '279.950.7711'}","{'name': 'Jessica Mcpherson', 'relationship': 'Other', 'phone_number': '747-319-9732x39554'}",Mandarin,"['Norton, Pacheco and Hayes', 'Nielsen and Sons']",No
Roy Simon,ndonaldson@example.org,2003-05-23,"PSC 3975, Box 3520
APO AP 50372",001-970-981-8078x32212,F,e713212f-5cc7-4e6c-867c-f179a3d78c00,Engineering,Philosophy,2014,2011,Female,3.1,Mixed,Single,"['drive B2B paradigms', 'e-enable best-of-breed deliverables', 'leverage magnetic platforms']",Full-time,No,Basketball,None,874-26-1578,Lake Brandyberg,American,"{'father_name': 'Dominique Boyer', 'mother_name': 'Daniel Miller', 'contact_number': '(794)252-0422'}","{'name': 'Michelle Clark', 'relationship': 'Sibling', 'phone_number': '(342)973-9249'}",German,"['Mendez-Hardy', 'Benson-Barnett']",No
Mackenzie Murray,jjohnson@example.com,2005-09-25,"87222 Martinez Vista Apt. 914
Wareton, MP 21386",581-837-5222x39743,C,a67a8ae8-b079-4851-ae99-93927d6f9314,Chemistry,Philosophy,1972,1992,Non-binary,9.6,Asian,Married,"['scale dot-com communities', 'integrate 24/7 metrics', 'reinvent interactive e-commerce']",Full-time,No,Football,None,800-06-4591,Port Lisachester,German,"{'father_name': 'Penny White', 'mother_name': 'Sabrina Glenn', 'contact_number': '(446)771-9384'}","{'name': 'Christopher Richardson', 'relationship': 'Parent', 'phone_number': '+1-447-611-5255x9510'}",Spanish,"['Combs, Fisher and Smith', 'Miller Ltd']",No
Caroline Rose,gregorycarroll@example.net,2004-05-03,"39903 Jon Parkways Suite 258
Kleinport, MT 49337",575.650.7199x78978,B,96df41ae-e83e-4a68-bc11-5a44304421cb,Mathematics,Art History,2021,1987,Non-binary,7.1,Mixed,Divorced,"['transform leading-edge users', 're-intermediate 24/7 infrastructures', 'evolve one-to-one infrastructures']",Full-time,Yes,Football,None,724-80-4287,New Amybury,British,"{'father_name': 'Nicole Harvey', 'mother_name': 'Brandi Johnson', 'contact_number': '+1-483-533-4428'}","{'name': 'Ashley Steele', 'relationship': 'Friend', 'phone_number': '+1-220-466-9095x71706'}",French,"['Sutton, Kim and Jones', 'Tanner, Hart and Porter']",Yes
Briana Barker,anthonyholland@example.net,2002-07-20,"719 Soto Fork Apt. 373
Morrisfurt, GA 33582",573-933-9048,C,e1bc58d5-fa32-46ed-8406-f7bec638e04d,Computer Science,Philosophy,1982,2023,Male,3.4,African American,Married,"['exploit user-centric niches', 'architect dynamic models', 'syndicate killer channels']",Full-time,No,Soccer,Completed Internship,548-28-7126,South Amandaberg,Canadian,"{'father_name': 'James Delgado', 'mother_name': 'Kenneth Watkins', 'contact_number': '+1-487-975-1717x873'}","{'name': 'Amanda Moore', 'relationship': 'Sibling', 'phone_number': '275.603.0555x968'}",Spanish,"['Turner Ltd', 'Cunningham-Gordon']",No
Kendra Walker,lharper@example.org,2005-10-20,"46394 Martinez Grove
North Tina, TX 97726",8216692738,A,2971d874-a708-49f9-8cd1-62001676ec2c,Mathematics,Philosophy,2019,2002,Female,6.9,African American,Single,"['e-enable revolutionary initiatives', 'implement global systems', 'orchestrate 24/365 interfaces']",Full-time,No,Soccer,Completed Internship,474-65-6475,Kaitlinshire,German,"{'father_name': 'Calvin Hartman', 'mother_name': 'Neil Evans', 'contact_number': '+1-687-721-4312x1348'}","{'name': 'Teresa Holmes', 'relationship': 'Other', 'phone_number': '(533)536-6579x17705'}",English,"['Hensley-Clark', 'Davenport LLC']",Yes
Cristina Barnes,thomassaunders@example.com,2005-05-14,"70767 Joshua Wall Apt. 963
Robinsonberg, NY 25333",001-652-478-1548x921,A,a9c9a388-598f-4c13-a213-8ce3b8a2fcae,Computer Science,Psychology,1988,1984,Non-binary,10.9,Caucasian,Single,"['unleash real-time applications', 're-intermediate seamless bandwidth', 'e-enable vertical paradigms']",Part-time,Yes,None,Completed Internship,790-49-1057,East Robertville,American,"{'father_name': 'Jessica Brown', 'mother_name': 'Robert Harris', 'contact_number': '(758)395-1952'}","{'name': 'Adam Malone', 'relationship': 'Parent', 'phone_number': '430.923.4546x028'}",German,"['Peterson-Ayala', 'Fisher PLC']",No
Jessica Knox,julia22@example.org,2005-05-10,"082 Joseph Mission
Port Leslie, GU 62670",611-839-2720x5134,B,d49762ee-12a4-48e7-bc8e-1c929cc5863c,Physics,Art History,2019,1998,Male,5.4,Asian,Married,"['benchmark cross-platform ROI', 'integrate world-class web-readiness', 'reinvent compelling interfaces']",Full-time,Yes,Soccer,Currently Internship,015-97-4690,Port Nicholasport,British,"{'father_name': 'Michael Brown', 'mother_name': 'Elizabeth Wilson DDS', 'contact_number': '+1-413-971-7583x3511'}","{'name': 'Tracy Campbell', 'relationship': 'Sibling', 'phone_number': '001-487-203-1346x5912'}",Other,"['Goodman and Sons', 'Kennedy-Richmond']",No
Jennifer Campbell,courtney31@example.net,2003-01-07,"96521 Christina Village
New Coreyburgh, AR 82389",(287)279-3609x069,D,c8fc0780-def9-4420-9766-7048287fcabb,Engineering,Economics,1996,1975,Male,4.7,Caucasian,Married,"['architect B2C paradigms', 'cultivate ubiquitous web services', 'revolutionize collaborative metrics']",Full-time,No,Basketball,None,784-44-9062,East Christine,British,"{'father_name': 'John Gill', 'mother_name': 'Laura Hansen', 'contact_number': '601-266-7947'}","{'name': 'Jill Torres', 'relationship': 'Sibling', 'phone_number': '001-332-736-2718x2805'}",Spanish,"['Howard-Baxter', 'Davis LLC']",No
Cheryl Wilson,rbeard@example.org,2005-01-20,"5682 Adams Roads
Stewartbury, AZ 41866",(962)907-8031,B,0575d530-4120-4c1a-b609-f8a045a11121,Biology,Psychology,1988,2025,Male,9.8,Hispanic,Married,"['strategize 24/7 content', 'monetize plug-and-play functionalities', 'enable front-end metrics']",Part-time,No,Basketball,Currently Internship,616-44-5845,West Gregory,British,"{'father_name': 'Louis Frazier', 'mother_name': 'Melinda Potter', 'contact_number': '001-731-736-3969x2015'}","{'name': 'Kayla Smith', 'relationship': 'Sibling', 'phone_number': '706-946-1130x8177'}",English,"['Phillips-Thomas', 'Mccann and Sons']",No
Sheri Wagner,avilanicole@example.org,2002-06-14,"44472 Charles Inlet
Lake Kimberly, WA 51947",001-890-973-9824,A,4de2fdd6-6c54-4fba-8ad0-185a6b4da568,Physics,Psychology,1994,1974,Non-binary,10.5,Hispanic,Single,"['embrace user-centric users', 'maximize impactful functionalities', 'strategize integrated experiences']",Part-time,Yes,Football,Currently Internship,160-66-9662,East Karashire,Australian,"{'father_name': 'Bruce Gamble', 'mother_name': 'Logan Wilson', 'contact_number': '+1-793-818-4442x522'}","{'name': 'Brandon Stewart', 'relationship': 'Other', 'phone_number': '001-414-640-7845x0520'}",German,"['Perez-Mitchell', 'Ruiz-Olson']",Yes
Melinda Russell,benjaminday@example.net,2006-10-26,"57064 Chen Route
West Monicastad, MN 74982",001-670-987-7120,F,6b3e0742-efe2-4540-8b16-a252d4489200,Chemistry,Art History,2002,2004,Female,8.2,Asian,Married,"['productize cutting-edge platforms', 'innovate proactive e-markets', 'exploit clicks-and-mortar ROI']",Part-time,Yes,Basketball,None,404-42-7230,West Lauratown,Canadian,"{'father_name': 'Jocelyn Cooley', 'mother_name': 'Adam Anderson', 'contact_number': '(339)744-2550'}","{'name': 'Angela Gonzalez', 'relationship': 'Friend', 'phone_number': '(512)496-8973x00206'}",Mandarin,"['Wells LLC', 'Daniel PLC']",No
Nicole Caldwell DVM,tparker@example.net,2006-07-19,"192 Hunter Dam Suite 062
Torrestown, CO 23363",953.844.4361x43628,B,51f8728d-112c-4d0d-b300-a952103cb2aa,Mathematics,Sociology,1978,1984,Female,9.6,African American,Married,"['architect enterprise experiences', 'iterate viral e-business', 'exploit B2B supply-chains']",Part-time,No,None,None,132-04-7137,East Barbaratown,American,"{'father_name': 'Angela Reid DVM', 'mother_name': 'Jill Alexander', 'contact_number': '3332588088'}","{'name': 'Robyn George', 'relationship': 'Parent', 'phone_number': '(691)303-8541x1724'}",Other,"['Garcia-Scott', 'Lewis-Knapp']",Yes
Kimberly Stewart,uclark@example.com,2002-09-13,"70759 Stephenson Gardens Apt. 718
West Jenna, WA 21869",+1-603-867-3799x6610,A,3f59e3cd-ab03-439c-bfbb-8b5a14715bcf,Engineering,Economics,1979,2019,Non-binary,4.2,Hispanic,Divorced,"['exploit value-added supply-chains', 'transform granular action-items', 'syndicate value-added architectures']",Part-time,No,Soccer,Completed Internship,235-97-2105,Chadton,American,"{'father_name': 'Michael Sandoval', 'mother_name': 'Sarah Lynch', 'contact_number': '235.771.4459x61432'}","{'name': 'Garrett Frederick', 'relationship': 'Parent', 'phone_number': '434.257.0814x196'}",Spanish,"['Benson, Wagner and Taylor', 'Blake and Sons']",No
Patrick Barnes,scottwhite@example.org,2005-02-09,"914 Justin View
New Donaldmouth, CO 04159",+1-650-244-2476x248,F,3367e6fe-44f5-412b-9bd8-a021a4453d48,History,Economics,1994,1991,Non-binary,3.9,Other,Single,"['synergize e-business deliverables', 'morph cross-media vortals', 'unleash cross-platform relationships']",Part-time,Yes,Soccer,Currently Internship,142-74-4020,Ricardoton,American,"{'father_name': 'Dustin Bailey', 'mother_name': 'Carol Carter', 'contact_number': '6809086449'}","{'name': 'Andrew Joyce', 'relationship': 'Friend', 'phone_number': '001-389-848-5169x504'}",German,"['Bishop Group', 'Stone-Horne']",No
Jamie Stout,jane06@example.com,2002-12-07,"0411 Williams Walks
Morganview, DC 54327",336-711-7627x21917,D,77a2e0b5-4d7e-4991-ac10-1c304f58aedf,Physics,Psychology,2020,1975,Female,9.0,Asian,Married,"['generate impactful e-commerce', 'envisioneer strategic functionalities', 'embrace killer e-markets']",Part-time,No,None,None,204-94-2333,West James,British,"{'father_name': 'Tamara Russell', 'mother_name': 'Jacqueline Hernandez', 'contact_number': '617.803.8946x8414'}","{'name': 'Janet Edwards', 'relationship': 'Friend', 'phone_number': '821-293-9213x499'}",Spanish,"['Jennings-Powers', 'Guzman, Wyatt and Adams']",No
Christina Edwards,theresa23@example.com,2003-05-21,"445 Meyer Fords Suite 377
West Sandraberg, LA 40438",(200)626-0781,C,2c3caa5d-731c-4bac-9f7e-3e718aa817dd,Engineering,Philosophy,2022,1996,Female,2.0,Hispanic,Divorced,"['drive turn-key models', 're-intermediate leading-edge relationships', 'target cross-media deliverables']",Part-time,Yes,None,None,706-49-5680,Lake Alan,American,"{'father_name': 'Jaclyn Perry', 'mother_name': 'Michael Bright', 'contact_number': '001-510-997-5028x390'}","{'name': 'Valerie Rivas MD', 'relationship': 'Parent', 'phone_number': '001-828-242-6047x10765'}",English,"['Swanson Group', 'Wagner, Tucker and Mckay']",No
Richard Miller,charleslane@example.org,2006-10-10,"148 Jorge Pine Apt. 019
West Amanda, MS 91617",865.339.4618x30402,F,93043728-029a-41c7-8f53-b5cb97ac39bd,Computer Science,Art History,1990,1972,Non-binary,10.9,African American,Single,"['transition efficient deliverables', 'utilize cutting-edge portals', 'deliver 24/7 e-commerce']",Part-time,Yes,Football,None,313-23-0116,Lake Joshua,American,"{'father_name': 'Brandon Alvarez', 'mother_name': 'Amber Martin', 'contact_number': '821.346.1521x85047'}","{'name': 'Lisa Spears', 'relationship': 'Other', 'phone_number': '+1-256-629-4430x0265'}",English,"['Walls, Garza and Carroll', 'Little, Austin and Wagner']",Yes
Cindy Austin MD,russelljamie@example.net,2003-06-19,"17136 Tamara Way Apt. 915
Port Keith, IN 70142",254-345-5527,F,6cc9597b-4413-410b-8275-7020b00a7a20,Computer Science,Psychology,1987,2006,Female,9.4,Hispanic,Married,"['integrate viral ROI', 'syndicate seamless networks', 'deploy holistic paradigms']",Part-time,Yes,Soccer,None,617-53-1103,Port Paul,British,"{'father_name': 'Zachary Sosa', 'mother_name': 'Kimberly Castaneda', 'contact_number': '395.913.3918x652'}","{'name': 'Claire Barnes', 'relationship': 'Other', 'phone_number': '716-694-0360x09398'}",English,"['Reed-Sanchez', 'Richardson, Berry and Martin']",No
Tara Davis,diana21@example.org,2005-07-25,"981 Reyes Greens Suite 073
Lake Catherineberg, NJ 22832",001-658-798-7148x64144,C,abc6ddac-1e4f-4b71-b17a-d65466e77d43,History,Economics,1993,1972,Non-binary,2.5,Caucasian,Married,"['drive intuitive content', 'expedite back-end deliverables', 'harness enterprise users']",Full-time,No,Soccer,Completed Internship,744-88-7195,East Edward,German,"{'father_name': 'Amy Wilson', 'mother_name': 'Kathy Moyer', 'contact_number': '(843)894-4078x415'}","{'name': 'Paige Hall', 'relationship': 'Sibling', 'phone_number': '(986)668-7960'}",Other,"['Frank-Harris', 'Moon-Mcmahon']",Yes
James Rodriguez,omendoza@example.net,2002-07-08,"862 Robert Land Apt. 595
Johnsonview, PW 50046",+1-858-736-5083x84135,B,b34eff6e-5ed6-4ffd-9f32-66970e0a33e4,Physics,Music,1996,1973,Female,6.6,Hispanic,Married,"['cultivate open-source platforms', 'matrix next-generation content', 'optimize wireless methodologies']",Part-time,Yes,Soccer,Completed Internship,548-51-1001,Meganmouth,German,"{'father_name': 'Samuel Robinson', 'mother_name': 'Rebecca Mayo MD', 'contact_number': '310.979.9519x685'}","{'name': 'John Miller', 'relationship': 'Friend', 'phone_number': '892.835.2521x327'}",English,"['Martinez-Woods', 'Walker-Lane']",No
Steve Crosby,kmartin@example.org,2004-05-23,"659 Nicole Knolls
New Josephland, IA 41266",001-892-736-2209x0831,F,207bacd1-0945-4f4a-a4e2-6e86cc88cc79,Biology,Economics,1985,1992,Male,11.7,Hispanic,Single,"['disintermediate robust channels', 'mesh magnetic eyeballs', 'productize magnetic portals']",Part-time,Yes,Soccer,Completed Internship,509-23-9879,Lake Omar,British,"{'father_name': 'Jonathan Mcbride', 'mother_name': 'Devin Cowan', 'contact_number': '(932)938-0991x7372'}","{'name': 'Mary Whitaker', 'relationship': 'Sibling', 'phone_number': '001-765-452-2555'}",Other,"['Contreras Ltd', 'Richardson-Smith']",No
Sharon Brown,harveyshawn@example.com,2005-01-22,"4004 Jones Way
Kaufmanbury, NY 19871",(935)420-3584,F,1b101e79-9772-4f42-864e-08c8636ce4bf,Biology,Economics,1979,2002,Non-binary,4.4,African American,Married,"['reinvent web-enabled interfaces', 'drive wireless technologies', 'exploit global paradigms']",Full-time,Yes,None,None,230-16-1786,Tiffanyville,American,"{'father_name': 'Michael Wallace', 'mother_name': 'Katie Lopez', 'contact_number': '938-611-1775'}","{'name': 'Matthew Jones', 'relationship': 'Other', 'phone_number': '+1-724-404-1109x10692'}",Spanish,"['Butler Inc', 'Barton-Kennedy']",No
James Simpson,colin21@example.org,2003-10-19,"6012 Carol Shore
Lake Loganport, GA 49742",(950)938-3500x14942,F,e5daf902-ea45-4542-9f9e-7132c69f0a4f,Biology,Economics,2016,1982,Female,3.0,Other,Single,"['deploy extensible info-mediaries', 'optimize virtual schemas', 'utilize integrated e-business']",Full-time,Yes,Basketball,Completed Internship,154-11-5932,North Sandra,Australian,"{'father_name': 'Glenn Smith', 'mother_name': 'Ronald Grant', 'contact_number': '429.895.0791x34045'}","{'name': 'Daniel Hamilton', 'relationship': 'Parent', 'phone_number': '(256)421-4683'}",Spanish,"['Sims, Brown and Erickson', 'Larsen, Martin and Russo']",Yes
Brenda Kim,lorimitchell@example.org,2005-03-18,"USNV Galvan
FPO AP 88212",(377)805-7148x4865,C,a2bde275-0d1d-4b95-a123-1fa49251bf80,History,Art History,2000,1976,Female,3.3,Hispanic,Divorced,"['whiteboard clicks-and-mortar portals', 'implement turn-key partnerships', 'deploy synergistic schemas']",Full-time,Yes,Football,Currently Internship,748-15-8738,Andrewberg,Australian,"{'father_name': 'Steven Johnson', 'mother_name': 'Mark Lewis', 'contact_number': '(395)781-2432x0442'}","{'name': 'Kevin Nguyen', 'relationship': 'Sibling', 'phone_number': '969.480.8212'}",German,"['Barry, Brown and Jimenez', 'Perkins-Palmer']",No
Jorge Cooper,mary73@example.org,2003-08-06,"PSC 4869, Box 6487
APO AE 32670",(675)611-1108x354,A,41450219-9b25-4f6c-8440-1dca6b6c1d98,Chemistry,Psychology,2014,2000,Female,10.9,Asian,Divorced,"['integrate proactive ROI', 'harness plug-and-play paradigms', 'harness web-enabled systems']",Part-time,Yes,Soccer,Currently Internship,492-32-1933,North Scottview,Australian,"{'father_name': 'Bryan Harris', 'mother_name': 'Carly Mcgee', 'contact_number': '909-254-5688x452'}","{'name': 'Jonathan Nelson', 'relationship': 'Parent', 'phone_number': '001-605-540-6068x78663'}",Spanish,"['Lutz, Johnson and Wade', 'Moore and Sons']",No
